time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1718030861929900800,125.12790087890625,-0.9030149579048157,-0.12486616522073746,0.09714307636022568,0.3994191884994507,0.07951613515615463,-0.30795830488204956,2.321047067642212
1718030861939852800,125.13785278320313,-0.9027008414268494,-0.12512773275375366,0.09391942620277405,0.40081584453582764,0.0726926252245903,-0.30594518780708313,2.317067861557007
1718030861949989000,125.14798901367188,-0.9025127291679382,-0.12498749047517776,0.09112658351659775,0.4019264578819275,0.06713036447763443,-0.30349573493003845,2.313915729522705
1718030861959959800,125.15795971679688,-0.9024620652198792,-0.12443925440311432,0.08895781636238098,0.4026953876018524,0.0632179006934166,-0.30076318979263306,2.311765193939209
1718030861969923000,125.16792309570313,-0.9025047421455383,-0.12363661080598831,0.08737273514270782,0.40319374203681946,0.06072177365422249,-0.29801318049430847,2.310415506362915
1718030861979893000,125.17789306640626,-0.9025999903678894,-0.12286026775836945,0.08639618754386902,0.40342825651168823,0.05944694206118584,-0.2957910895347595,2.3098018169403076
1718030861989857000,125.18785693359375,-0.9026798009872437,-0.1224161759018898,0.08609539270401001,0.4034488797187805,0.05924339219927788,-0.29472362995147705,2.309767007827759
1718030861999826200,125.197826171875,-0.90267413854599,-0.12252704054117203,0.0864771157503128,0.40334632992744446,0.05990581214427948,-0.29523470997810364,2.310065746307373
1718030862009791000,125.207791015625,-0.9025794863700867,-0.12334130704402924,0.08744373172521591,0.40310144424438477,0.06113390997052193,-0.29751789569854736,2.3106939792633057
1718030862019759600,125.21775952148438,-0.9023651480674744,-0.12485489249229431,0.08891715109348297,0.40279296040534973,0.06276059150695801,-0.30150726437568665,2.311459541320801
1718030862029570000,125.22757006835937,-0.902031660079956,-0.1268850415945053,0.09071571379899979,0.4025043547153473,0.06456966698169708,-0.30672234296798706,2.3121652603149414
1718030862039523000,125.23752319335938,-0.9017040729522705,-0.12913630902767181,0.09261302649974823,0.4020901024341583,0.06643255054950714,-0.31242066621780396,2.313143253326416
1718030862049658400,125.24765844726562,-0.9014317989349365,-0.13118956983089447,0.09444432705640793,0.4016095995903015,0.0683680847287178,-0.3176935613155365,2.314297914505005
1718030862059629800,125.2576298828125,-0.9012622833251953,-0.13269813358783722,0.09607914090156555,0.4011063277721405,0.07040176540613174,-0.32179248332977295,2.3155643939971924
1718030862069592300,125.26759228515625,-0.9013135433197021,-0.13351133465766907,0.0974252000451088,0.40039604902267456,0.07254955917596817,-0.32434549927711487,2.3173668384552
1718030862079563000,125.27756298828125,-0.9015368819236755,-0.1336461752653122,0.0983520969748497,0.39962077140808105,0.07449222356081009,-0.3252872824668884,2.3193418979644775
